11,10,1
1794,Ouyang,Jasmine,F,1970,Ouyang,Bailey,F,1794,Ouyang,Jasmine,F
2013,Lathia,Adam,M
2012,Lathia,Elena,F
2010,Ouyang,London,F
2009,Damion,Hunter,M
2009,Lathia,Andrew,M
2009,Lathia,Michael,M
2009,Ouyang,Camden,M
2008,Lathia,Abigail,F
2008,Lathia,Annabelle,F
2008,Lathia,Skyler,F
2008,Ouyang,Aria,F
2008,Ouyang,Eva,F
2008,Ouyang,Madison,F
2008,Tran,Violet,F
2007,Damion,Cole,M
2007,Kwong,Brayden,M
2007,Lathia,Gabriel,M
2007,Ouyang,Blake,M
2007,Ouyang,Carson,M
2007,Ouyang,Christian,M
2007,Tran,Alexander,M
2006,Damion,Audrey,F
2006,Kwong,Harper,F
2006,Kwong,Vivian,F
2006,Lathia,Avery,F
2006,Lathia,Grace,F
2006,Lathia,Hailey,F
2006,Lathia,Makayla,F
2006,Lathia,Nora,F
2006,Ouyang,Aubrey,F
2006,Ouyang,Avery,F
2006,Ouyang,Callie,F
2006,Ouyang,Charlie,F
2005,Damion,Mason,M
2005,Damion,Owen,M
2005,Kwong,Cole,M
2005,Kwong,Gabriel,M
2005,Kwong,Jordan,M
2005,Lathia,Caleb,M
2005,Lathia,Isaiah,M
2005,Lathia,Levi,M
2005,Ouyang,Cole,M
2005,Ouyang,Lincoln,M
2005,Tran,Jacob,M
2004,Damion,Layla,F
2004,Damion,Olivia,F
2004,Damion,Scarlett,F
2004,Kwong,Madelyn,F
2004,Kwong,Olivia,F
2004,Lathia,Aria,F
2004,Lathia,Callie,F
2004,Lathia,Chloe,F
2004,Lathia,Leah,F
2004,Lathia,Liliana,F
2004,Lathia,Sarah,F
2004,Ouyang,Adalyn,F
2004,Ouyang,Alaina,F
2004,Ouyang,Mila,F
2004,Ouyang,Penelope,F
2004,Ouyang,Piper,F
2004,Ouyang,Riley,F
2003,Damion,Carter,M
2003,Damion,Connor,M
2003,Damion,Joshua,M
2003,Kwong,Isaac,M
2003,Kwong,Jayden,M
2003,Kwong,Julian,M
2003,Lathia,Alexander,M
2003,Lathia,Blake,M
2003,Lathia,Camden,M
2003,Lathia,Easton,M
2003,Ouyang,Alex,M
2003,Ouyang,Brody,M
2003,Ouyang,Camden,M
2003,Ouyang,Cooper,M
2003,Ouyang,Daniel,M
2003,Ouyang,Jayce,M
2003,Ouyang,Leo,M
2003,Ouyang,Michael,M
2003,Ouyang,Muhammad,M
2003,Ouyang,Oliver,M
2003,Ouyang,Parker,M
2003,Ouyang,Tyler,M
2003,Ouyang,William,M
2003,Ouyang,Xander,M
2003,Tran,Hunter,M
2003,Tran,Xander,M
2002,Damion,Alaina,F
2002,Damion,Kylie,F
2002,Damion,Layla,F
2002,Damion,Skyler,F
2002,Kwong,Avery,F
2002,Kwong,Gabriella,F
2002,Kwong,Kennedy,F
2002,Kwong,Leah,F
2002,Kwong,Madison,F
2002,Kwong,Natalie,F
2002,Kwong,Sophia,F
2002,Lathia,Audrey,F
2002,Lathia,Cadence,F
2002,Lathia,Charlotte,F
2002,Lathia,Elizabeth,F
2002,Lathia,Ellie,F
2002,Lathia,Evelyn,F
2002,Lathia,Harper,F
2002,Lathia,Kennedy,F
2002,Lathia,Penelope,F
2002,Lathia,Skyler,F
2002,Ouyang,Allison,F
2002,Ouyang,Alyssa,F
2002,Ouyang,Callie,F
2002,Ouyang,Emma,F
2002,Ouyang,Isabelle,F
2002,Ouyang,Lila,F
2002,Ouyang,Olivia,F
2002,Ouyang,Riley,F
2002,Ouyang,Samantha,F
2002,Ouyang,Stella,F
2002,Tran,Callie,F
2002,Tran,Kennedy,F
2002,Tran,Layla,F
2001,Damion,Anthony,M
2001,Damion,Hunter,M
2001,Damion,Joshua,M
2001,Damion,Lincoln,M
2001,Damion,Logan,M
2001,Damion,Muhammad,M
2001,Damion,Sean,M
2001,Kwong,Asher,M
2001,Kwong,Cameron,M
2001,Kwong,Lucas,M
2001,Kwong,Ryder,M
2001,Kwong,Tristan,M
2001,Lathia,Alex,M
2001,Lathia,Cameron,M
2001,Lathia,Charlie,M
2001,Lathia,Colin,M
2001,Lathia,Daniel,M
2001,Lathia,David,M
2001,Lathia,Easton,M
2001,Lathia,Ethan,M
2001,Lathia,Nathan,M
2001,Lathia,Tristan,M
2001,Ouyang,Aiden,M
2001,Ouyang,Alex,M
2001,Ouyang,Andrew,M
2001,Ouyang,Charlie,M
2001,Ouyang,Declan,M
2001,Ouyang,Elijah,M
2001,Ouyang,Ethan,M
2001,Ouyang,Jayden,M
2001,Ouyang,Max,M
2001,Ouyang,Sean,M
2001,Ouyang,Zachary,M
2001,Tran,Colin,M
2001,Tran,Jordan,M
2000,Clegg,Olivia,F
2000,Damion,Callie,F
2000,Damion,Gabriella,F
2000,Damion,Kayla,F
2000,Damion,Lucy,F
2000,Damion,Natalie,F
2000,Kwong,Aaliyah,F
2000,Kwong,Bailey,F
2000,Kwong,Eva,F
2000,Kwong,Kylie,F
2000,Kwong,Lily,F
2000,Kwong,Mackenzie,F
2000,Kwong,Madelyn,F
2000,Lathia,Alice,F
2000,Lathia,Eliana,F
2000,Lathia,Ella,F
2000,Lathia,Hannah,F
2000,Lathia,Katherine,F
2000,Lathia,Keira,F
2000,Lathia,Lucy,F
2000,Lathia,Madison,F
2000,Ouyang,Alyssa,F
2000,Ouyang,Anna,F
2000,Ouyang,Arianna,F
2000,Ouyang,Audrey,F
2000,Ouyang,Bailey,F
2000,Ouyang,Charlie,F
2000,Ouyang,Charlotte,F
2000,Ouyang,Claire,F
2000,Ouyang,Clara,F
2000,Ouyang,Eliana,F
2000,Ouyang,Elizabeth,F
2000,Ouyang,Eva,F
2000,Ouyang,Isabelle,F
2000,Ouyang,Julia,F
2000,Ouyang,Kaelyn,F
2000,Ouyang,Katherine,F
2000,Ouyang,Kaylee,F
2000,Ouyang,Layla,F
2000,Ouyang,Madison,F
2000,Ouyang,Peyton,F
2000,Ouyang,Piper,F
2000,Ouyang,Reagan,F
2000,Ouyang,Scarlett,F
2000,Ouyang,Stella,F
2000,Ouyang,Zoe,F
2000,Tran,Alexis,F
2000,Tran,Charlie,F
2000,Tran,Madelyn,F
2000,Tran,Maria,F
2000,Tran,Paisley,F
2000,Tran,Peyton,F
2000,Tran,Piper,F
2000,Tran,Vivian,F
1999,Damion,Aiden,M
1999,Damion,Blake,M
1999,Damion,Colin,M
1999,Damion,Gabriel,M
1999,Damion,Gavin,M
1999,Damion,Jayden,M
1999,Damion,Joshua,M
1999,Damion,Oliver,M
1999,Damion,Samuel,M
1999,Kwong,Alex,M
1999,Kwong,Chase,M
1999,Kwong,Christian,M
1999,Kwong,Cooper,M
1999,Kwong,Declan,M
1999,Kwong,Dominic,M
1999,Kwong,James,M
1999,Kwong,Jayden,M
1999,Kwong,Matthew,M
1999,Kwong,Nathaniel,M
1999,Kwong,Tristan,M
1999,Kwong,Wyatt,M
1999,Lathia,Andrew,M
1999,Lathia,Caden,M
1999,Lathia,Colin,M
1999,Lathia,Colton,M
1999,Lathia,Henry,M
1999,Lathia,Isaac,M
1999,Lathia,Jordan,M
1999,Lathia,Josiah,M
1999,Lathia,Julian,M
1999,Lathia,Micah,M
1999,Lathia,Oliver,M
1999,Lathia,Tristan,M
1999,Lathia,Tyler,M
1999,Lathia,Xavier,M
1999,Ouyang,Alexander,M
1999,Ouyang,Austin,M
1999,Ouyang,Easton,M
1999,Ouyang,Hunter,M
1999,Ouyang,Isaiah,M
1999,Ouyang,Jordan,M
1999,Ouyang,Joseph,M
1999,Ouyang,Joshua,M
1999,Ouyang,Julian,M
1999,Ouyang,Max,M
1999,Ouyang,Noah,M
1999,Ouyang,Samuel,M
1999,Ouyang,Thomas,M
1999,Tran,Cooper,M
1998,Damion,Alaina,F
1998,Damion,Alyssa,F
1998,Damion,Elizabeth,F
1998,Damion,Eva,F
1998,Damion,Isabelle,F
1998,Damion,Leah,F
1998,Damion,Scarlett,F
1998,Damion,Skyler,F
1998,Damion,Sydney,F
1998,Damion,Vivian,F
1998,Kwong,Allison,F
1998,Kwong,Caroline,F
1998,Kwong,Keira,F
1998,Kwong,Kennedy,F
1998,Kwong,Madison,F
1998,Kwong,Paisley,F
1998,Kwong,Scarlett,F
1998,Kwong,Stella,F
1998,Lathia,Adalyn,F
1998,Lathia,Adeline,F
1998,Lathia,Alexis,F
1998,Lathia,Amelia,F
1998,Lathia,Annabelle,F
1998,Lathia,Callie,F
1998,Lathia,Claire,F
1998,Lathia,Cora,F
1998,Lathia,Emma,F
1998,Lathia,Evelyn,F
1998,Lathia,Grace,F
1998,Lathia,Kaitlyn,F
1998,Lathia,Kayla,F
1998,Lathia,Kaylee,F
1998,Lathia,Kylie,F
1998,Lathia,Leah,F
1998,Lathia,Lila,F
1998,Lathia,Lily,F
1998,Lathia,Nora,F
