12,12,2
1757,Clegg,Christopher,M,1739,Crawford,Christian,M, -1
1723,Ouyang,Dylan,M,1838,Mittal,Mia,F,1723,Ouyang,Dylan,M
2012,Clegg,Vivian,F
2010,Kwong,Clara,F
2009,Clegg,Landon,M
2009,Jarvinen,Lucas,M
2009,Kwong,Christian,M
2009,Kwong,Wyatt,M
2009,Lathia,Zachary,M
2009,Mittal,Jacob,M
2009,Mittal,Xavier,M
2009,Ouyang,Colin,M
2009,Ouyang,Max,M
2008,Clegg,Alexis,F
2008,Jarvinen,Alexis,F
2008,Jarvinen,Lila,F
2008,Kwong,Charlie,F
2008,Kwong,Elizabeth,F
2008,Lathia,Addison,F
2008,Lathia,Vivian,F
2008,Mittal,Addison,F
2008,Ouyang,Camilla,F
2007,Clegg,Jack,M
2007,Clegg,Matthew,M
2007,Jarvinen,Cameron,M
2007,Jarvinen,Nathaniel,M
2007,Kwong,Blake,M
2007,Kwong,Max,M
2007,Kwong,Muhammad,M
2007,Kwong,Nathaniel,M
2007,Lathia,Christopher,M
2007,Lathia,Ethan,M
2007,Lathia,Joshua,M
2007,Lathia,Mason,M
2007,Li,Elliot,M
2007,Mittal,Jacob,M
2007,Mittal,Joshua,M
2007,Ouyang,Caleb,M
2007,Ouyang,Jeremiah,M
2006,Clegg,Claire,F
2006,Damion,Kennedy,F
2006,Jarvinen,Gabriella,F
2006,Kwong,Allison,F
2006,Kwong,Anna,F
2006,Kwong,Gabriella,F
2006,Kwong,Hailey,F
2006,Kwong,Mia,F
2006,Kwong,Scarlett,F
2006,Lathia,Addison,F
2006,Lathia,Aria,F
2006,Lathia,Charlie,F
2006,Lathia,Harper,F
2006,Lathia,Kaitlyn,F
2006,Lathia,Kayla,F
2006,Lathia,Victoria,F
2006,Mittal,Eliana,F
2006,Mittal,Paisley,F
2006,Ouyang,Madison,F
2006,Ouyang,Maya,F
2005,Clegg,Austin,M
2005,Clegg,Brayden,M
2005,Clegg,Logan,M
2005,Clegg,Max,M
2005,Clegg,Sebastian,M
2005,Jarvinen,Caleb,M
2005,Jarvinen,Liam,M
2005,Jarvinen,Mason,M
2005,Jarvinen,Michael,M
2005,Kwong,Aaron,M
2005,Kwong,Jordan,M
2005,Kwong,Logan,M
2005,Kwong,Samuel,M
2005,Lathia,Chase,M
2005,Lathia,Daniel,M
2005,Lathia,David,M
2005,Lathia,Henry,M
2005,Lathia,John,M
2005,Lathia,Julian,M
2005,Lathia,Micah,M
2005,Mittal,Asher,M
2005,Mittal,Dylan,M
2005,Mittal,Isaiah,M
2005,Mittal,Jeremiah,M
2005,Ouyang,Caden,M
2005,Ouyang,Dominic,M
2005,Ouyang,Ian,M
2005,Ouyang,Jack,M
2005,Ouyang,Josiah,M
2005,Ouyang,Nicholas,M
2005,Ouyang,Wyatt,M
2004,Clegg,Elena,F
2004,Clegg,Lily,F
2004,Clegg,Madison,F
2004,Damion,Ava,F
2004,Damion,Gabriella,F
2004,Damion,Hannah,F
2004,Damion,Harper,F
2004,Damion,Kaitlyn,F
2004,Jarvinen,Addison,F
2004,Jarvinen,Charlie,F
2004,Jarvinen,Isabella,F
2004,Jarvinen,Leah,F
2004,Jarvinen,Maya,F
2004,Jarvinen,Sadie,F
2004,Jarvinen,Violet,F
2004,Jarvinen,Zoe,F
2004,Kwong,Addison,F
2004,Kwong,Allison,F
2004,Kwong,Alyssa,F
2004,Kwong,Charlie,F
2004,Kwong,Cora,F
2004,Kwong,Kaitlyn,F
2004,Kwong,Lillian,F
2004,Kwong,Mila,F
2004,Kwong,Vivian,F
2004,Kwong,Zoe,F
2004,Lathia,Abigail,F
2004,Lathia,Adeline,F
2004,Lathia,Alyssa,F
2004,Lathia,Aubrey,F
2004,Lathia,Ellie,F
2004,Lathia,Olivia,F
2004,Lathia,Piper,F
2004,Lathia,Samantha,F
2004,Li,Ava,F
2004,Li,Sophie,F
2004,Mittal,Cadence,F
2004,Mittal,Eliana,F
2004,Mittal,Ellie,F
2004,Mittal,Liliana,F
2004,Mittal,Mackenzie,F
2004,Mittal,Samantha,F
2004,Ouyang,Adalyn,F
2004,Ouyang,Alexis,F
2004,Ouyang,Alyssa,F
2004,Ouyang,Audrey,F
2004,Ouyang,Ella,F
2004,Ouyang,Mila,F
2004,Ouyang,Nora,F
2003,Clegg,Andrew,M
2003,Clegg,Caden,M
2003,Clegg,Chase,M
2003,Clegg,Isaiah,M
2003,Clegg,Jason,M
2003,Clegg,Wyatt,M
